"Case ID Number","Defendant Number","Count","Offense Code_enhancement","Section Code_enhancement","Enhancement Type","Disposition Date_enhancement","Disposition_enhancement","Race","Gender","Date of Arrest","Bail Amount","Appearance Status","Sealed Case","Date of Violation","Attempt","Offense Code_primary","Section Code_primary","Crime Type","Disposition Date_primary","Disposition_primary","has_prior"
2384953,2527209,1,"186.22(b)","PC","Enhancement",2014-03-10,"Dismissed/Not True","Hispanic","Male",NA,50000,"Request for Warrant",NA,2013-01-02,"N","22210","PC","Felony",2014-03-10,"Reduced",0
2385199,2527474,1,"186.22(b)","PC","Enhancement",2015-05-29,"Dismissed/Not True","Hispanic","Male",NA,NA,"Appearance Date",NA,1995-09-30,"N","187(a)","PC","Felony",2015-05-29,"Dismissed/Not Guilty",0
2385199,2527474,2,"186.22(b)","PC","Enhancement",2015-05-29,"Dismissed/Not True","Hispanic","Male",NA,NA,"Appearance Date",NA,1995-09-30,"N","664(a)-187(a)","PC","Felony",2015-05-29,"Dismissed/Not Guilty",0
2385199,2527474,3,"186.22(b)","PC","Enhancement",2015-05-29,"Dismissed/Not True","Hispanic","Male",NA,NA,"Appearance Date",NA,1995-09-30,"N","664(a)-187(a)","PC","Felony",2015-05-29,"Dismissed/Not Guilty",0
2385199,2527474,4,"186.22(b)(1)","PC","Enhancement",2015-05-29,"True","Hispanic","Male",NA,NA,"Appearance Date",NA,1995-09-30,"N","192(a)","PC","Felony",2015-05-29,"Guilty",0
2385445,2527732,1,"186.22(b)","PC","Enhancement",2013-03-12,"True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2013-03-12,"Guilty",0
2385445,2527735,1,"186.22(b)","PC","Enhancement",2013-06-28,"Dismissed/Not True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2013-06-28,"Dismissed/Not Guilty",0
2385445,2527737,1,"186.22(b)","PC","Enhancement",2013-03-12,"True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2013-03-12,"Guilty",0
2385445,2527738,1,"186.22(b)","PC","Enhancement",2014-10-17,"True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2014-10-17,"Dismissed/Not Guilty",0
2385445,2527739,1,"186.22(b)","PC","Enhancement",2013-03-12,"True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2013-03-12,"Guilty",1
2385445,2527740,1,"186.22(b)","PC","Enhancement",2016-12-22,"Dismissed/Not True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2016-12-22,"Dismissed/Not Guilty",0
2385445,2527742,1,"186.22(b)","PC","Enhancement",2013-03-12,"True","Hispanic","Male",NA,NA,NA,NA,2012-10-19,"N","182(a)(1)","PC","Felony",2013-03-12,"Guilty",1
2385553,2527848,1,"186.22(b)","PC","Enhancement",2014-05-16,"True","Hispanic","Female",NA,NA,"Request for Warrant",NA,2012-06-09,"N","29800(a)(1)","PC","Felony",2014-05-16,"Guilty",1
2385616,2527913,1,"186.22(b)","PC","Enhancement",2013-04-12,"True","Hispanic","Male",2013-01-10,NA,"In Custody",NA,2013-01-10,"N","25400(a)(2)/(c)(3)","PC","Felony",2013-04-12,"Guilty",1
2385616,2527913,2,"186.22(b)","PC","Enhancement",2013-04-12,"True","Hispanic","Male",2013-01-10,NA,"In Custody",NA,2013-01-10,"N","29820(b)","PC","Felony",2013-04-12,"Guilty",1
2385634,2527931,1,"186.22(b)","PC","Enhancement",2013-05-21,"Dismissed/Not True","Hispanic","Male",NA,75000,"In Custody",NA,2012-06-02,"N","182(a)(1)","PC","Felony",2013-05-21,"Guilty",0
2385809,2528119,1,"186.22(b)(1)","PC","Enhancement",2014-03-10,"Dismissed/Not True","Hispanic","Male",2013-01-10,50000,"Appearance Date",NA,2013-01-10,"N","25850(a)/(c)(6)","PC","Felony",2014-03-10,"Guilty",0
2386045,2528364,1,"186.22(b)(1)","PC","Enhancement",2013-03-28,"Dismissed/Not True","Hispanic","Female",2013-01-13,1e+05,"In Custody",NA,2013-01-11,"N","11378","HS","Felony",2013-03-28,"Guilty",0
2386045,2528364,2,"186.22(b)(1)","PC","Enhancement",2013-03-28,"Dismissed/Not True","Hispanic","Female",2013-01-13,1e+05,"In Custody",NA,2013-01-11,"N","11379(a)","HS","Felony",2013-03-28,"Dismissed/Not Guilty",0
2386211,2528540,1,"186.22(b)","PC","Enhancement",2014-11-18,"True","Hispanic","Male",2013-01-11,NA,"In Custody",NA,2013-01-11,"N","11378","HS","Felony",2014-11-18,"Guilty",1
2386211,2528540,3,"186.22(b)","PC","Enhancement",2014-11-18,"True","Hispanic","Male",2013-01-11,NA,"In Custody",NA,2013-01-11,"N","11379(a)","HS","Felony",2014-11-18,"Guilty",1
2386263,2528594,1,"186.22(b)","PC","Enhancement",2013-06-11,"True","Hispanic","Male",2013-01-11,30000,"In Custody",NA,2013-01-11,"N","21310","PC","Felony",2013-06-11,"Guilty",0
2387408,2529798,1,"186.22(b)","PC","Enhancement",2013-06-27,"Dismissed/Not True","Hispanic","Female",NA,1e+06,"Request for Warrant",NA,2012-12-06,"N","664(a)-187(a)","PC","Felony",2013-06-27,"Dismissed/Not Guilty",0
2387504,2529899,1,"186.22(b)(1)","PC","Enhancement",2013-03-11,"Dismissed/Not True","Hispanic","Male",2013-01-19,50000,"In Custody",NA,2013-01-19,"N","21310","PC","Felony",2013-03-11,"Reduced",0
2387568,2529974,1,"186.22(b)","PC","Enhancement",NA,NA,"Hispanic","Male",2013-01-17,50000,"In Custody",NA,2013-01-17,"N","25850(a)/(c)(3)","PC","Felony",NA,NA,0
2387568,2529974,3,"186.22(b)","PC","Enhancement",NA,NA,"Hispanic","Male",2013-01-17,50000,"In Custody",NA,2013-01-17,"N","626.9(b)","PC","Felony",NA,NA,0
2387568,2529977,1,"186.22(b)","PC","Enhancement",2013-08-01,"Dismissed/Not True","Hispanic","Male",NA,50000,"In Custody",NA,2013-01-17,"N","25850(a)/(c)(3)","PC","Felony",2013-08-01,"Dismissed/Not Guilty",0
2387568,2529977,3,"186.22(b)","PC","Enhancement",2013-08-01,"Dismissed/Not True","Hispanic","Male",NA,50000,"In Custody",NA,2013-01-17,"N","626.9(b)","PC","Felony",2013-08-01,"Dismissed/Not Guilty",0
2387568,2529977,4,"186.22(b)","PC","Enhancement",2013-08-01,"Dismissed/Not True","Hispanic","Male",NA,50000,"In Custody",NA,2013-01-17,"N","29815(a)","PC","Felony",2013-08-01,"Guilty",0
2387602,2530016,1,"186.22(b)","PC","Enhancement",2013-12-17,"True","Hispanic","Male",NA,50000,"In Custody",NA,2013-01-18,"N","11378","HS","Felony",2013-12-17,"Guilty",1
2387630,2530046,1,"186.22(b)","PC","Enhancement",2013-03-25,"True","Hispanic","Male",NA,150000,"In Custody",NA,2013-01-21,"N","459-460(b)","PC","Felony",2013-03-25,"Guilty",1
2387987,2530426,1,"186.22(b)","PC","Enhancement",2014-03-14,"Dismissed/Not True","White","Male",NA,1e+06,"In Custody",NA,2013-01-19,"N","664(a)-187(a)","PC","Felony",2014-03-14,"Dismissed/Not Guilty",1
2387987,2530426,2,"186.22(b)","PC","Enhancement",2014-03-14,"True","White","Male",NA,1e+06,"In Custody",NA,2013-01-19,"N","245(a)(1)","PC","Felony",2014-03-14,"Guilty",1
2388088,2530538,1,"186.22(b)","PC","Enhancement",2013-03-20,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2013-01-18,"N","594(a)/(b)(1)","PC","Felony",2013-03-20,"Guilty",0
2388088,2530538,3,"186.22(b)","PC","Enhancement",2013-03-20,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2013-01-18,"N","594(a)/(b)(1)","PC","Felony",2013-03-20,"Dismissed/Not Guilty",0
2388088,2530542,1,"186.22(b)","PC","Enhancement",2013-03-20,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2013-01-18,"N","594(a)/(b)(1)","PC","Felony",2013-03-20,"Guilty",1
2388337,2530804,1,"186.22(b)","PC","Enhancement",2013-07-16,"Dismissed/Not True","Hispanic","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(4)","PC","Felony",2013-07-16,"Reduced",0
2388337,2530804,2,"186.22(b)","PC","Enhancement",2013-07-16,"Dismissed/Not True","Hispanic","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-16,"Reduced",0
2388337,2530804,3,"186.22(b)","PC","Enhancement",2013-07-16,"Dismissed/Not True","Hispanic","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-16,"Guilty",0
2388337,2530804,4,"186.22(b)","PC","Enhancement",2013-07-16,"Dismissed/Not True","Hispanic","Male",NA,80000,"In Custody",NA,2013-01-11,"N","243(d)","PC","Felony",2013-07-16,"Reduced",0
2388337,2530804,5,"186.22(b)","PC","Enhancement",2013-05-17,"Dismissed/Not True","Hispanic","Male",NA,80000,"In Custody",NA,2013-01-11,"N","236/237(a)","PC","Felony",2013-05-17,"Dismissed/Not Guilty",0
2388337,2530806,1,"186.22(b)","PC","Enhancement",2013-07-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(4)","PC","Felony",2013-07-17,"Reduced",0
2388337,2530806,2,"186.22(b)","PC","Enhancement",2013-07-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-17,"Guilty",0
2388337,2530806,3,"186.22(b)","PC","Enhancement",2013-07-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-17,"Reduced",0
2388337,2530806,4,"186.22(b)","PC","Enhancement",2013-07-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","243(d)","PC","Felony",2013-07-17,"Reduced",0
2388337,2530806,5,"186.22(b)","PC","Enhancement",2013-05-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","236/237(a)","PC","Felony",2013-05-17,"Dismissed/Not Guilty",0
2388337,2530807,1,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(4)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530807,2,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-15,"Guilty",0
2388337,2530807,3,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530807,4,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","243(d)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530807,5,"186.22(b)","PC","Enhancement",2013-05-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","236/237(a)","PC","Felony",2013-05-17,"Dismissed/Not Guilty",0
2388337,2530808,1,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(4)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530808,2,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-15,"Guilty",0
2388337,2530808,3,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530808,4,"186.22(b)","PC","Enhancement",2013-07-15,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","243(d)","PC","Felony",2013-07-15,"Reduced",0
2388337,2530808,5,"186.22(b)","PC","Enhancement",2013-05-17,"Dismissed/Not True","Vietnamese","Male",NA,80000,"In Custody",NA,2013-01-11,"N","236/237(a)","PC","Felony",2013-05-17,"Dismissed/Not Guilty",0
2388337,2530966,1,"186.22(b)","PC","Enhancement",2015-10-01,"True","Asian","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(4)","PC","Felony",2015-10-01,"Guilty",0
2388337,2530966,2,"186.22(b)","PC","Enhancement",2015-10-01,"True","Asian","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2015-10-01,"Guilty",0
2388337,2530966,3,"186.22(b)","PC","Enhancement",2015-10-01,"True","Asian","Male",NA,80000,"In Custody",NA,2013-01-11,"N","245(a)(1)","PC","Felony",2015-10-01,"Guilty",0
2388337,2530966,4,"186.22(b)","PC","Enhancement",2015-10-01,"True","Asian","Male",NA,80000,"In Custody",NA,2013-01-11,"N","243(d)","PC","Felony",2015-10-01,"Guilty",0
2388337,2530966,5,"186.22(b)","PC","Enhancement",2015-10-01,"Dismissed/Not True","Asian","Male",NA,80000,"In Custody",NA,2013-01-11,"N","236/237(a)","PC","Felony",2015-10-01,"Dismissed/Not Guilty",0
2388349,2530819,1,"186.22(b)","PC","Enhancement",2013-03-06,"Dismissed/Not True","Hispanic","Female",2013-01-23,NA,"In Custody",NA,2013-01-23,"N","594(a)/(b)(1)","PC","Felony",2013-03-06,"Reduced",0
2388349,2530820,1,"186.22(b)","PC","Enhancement",2013-03-06,"Dismissed/Not True","Hispanic","Male",2013-01-23,NA,"In Custody",NA,2013-01-23,"N","594(a)/(b)(1)","PC","Felony",2013-03-06,"Reduced",1
2388349,2530821,1,"186.22(b)","PC","Enhancement",2013-03-06,"Dismissed/Not True","Hispanic","Male",2013-01-23,NA,"In Custody",NA,2013-01-23,"N","594(a)/(b)(1)","PC","Felony",2013-03-06,"Reduced",0
2388603,2531097,4,"186.22(b)","PC","Enhancement",2013-09-26,"Dismissed/Not True","Hispanic","Male",2013-01-24,50000,"In Custody",NA,2013-01-16,"N","29800(a)(1)","PC","Felony",2013-09-26,"Dismissed/Not Guilty",1
2388955,2531465,1,"186.22(b)","PC","Enhancement",2013-06-21,"True","Hispanic","Male",NA,1e+06,"In Custody",NA,2013-01-26,"N","11378","HS","Felony",2013-06-21,"Guilty",1
2388955,2531465,2,"186.22(b)","PC","Enhancement",2013-06-21,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2013-01-26,"N","11379(a)","HS","Felony",2013-06-21,"Dismissed/Not Guilty",1
2388955,2531466,1,"186.22(b)","PC","Enhancement",2013-02-22,"True","Hispanic","Male",NA,75000,"In Custody",NA,2013-01-26,"N","11378","HS","Felony",2013-02-22,"Guilty",0
2388955,2531466,2,"186.22(b)","PC","Enhancement",2013-02-22,"Dismissed/Not True","Hispanic","Male",NA,75000,"In Custody",NA,2013-01-26,"N","11379(a)","HS","Felony",2013-02-22,"Dismissed/Not Guilty",0
2389005,2531525,1,"186.22(b)","PC","Enhancement",2015-10-16,"Dismissed/Not True","White","Male",NA,NA,"In Custody",NA,2012-08-05,"N","664(a)-187(a)","PC","Felony",2015-10-16,"Guilty",0
2389005,2531525,2,"186.22(b)","PC","Enhancement",2015-10-16,"Dismissed/Not True","White","Male",NA,NA,"In Custody",NA,2012-08-05,"N","245(a)(1)","PC","Felony",2015-10-16,"Guilty",0
2389188,2531726,1,"186.22(b)","PC","Enhancement",2013-11-22,"Dismissed/Not True","Hispanic","Male",NA,1e+05,"Request for Warrant",NA,2013-01-09,"N","4502(a)","PC","Felony",2013-11-22,"Guilty",1
2389287,2531840,1,"186.22(b)(1)","PC","Enhancement",2017-06-23,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2007-08-25,"N","187(a)","PC","Felony",2017-06-23,"Dismissed/Not Guilty",0
2389287,2531840,2,"186.22(b)(1)","PC","Enhancement",2017-06-23,"Dismissed/Not True","Hispanic","Male",NA,NA,"In Custody",NA,2007-08-25,"N","187(a)","PC","Felony",2017-06-23,"Dismissed/Not Guilty",0
2389287,2531840,4,"186.22(b)(1)","PC","Enhancement",2017-06-23,"True","Hispanic","Male",NA,NA,"In Custody",NA,2007-08-25,"N","192(a)","PC","Felony",2017-06-23,"Guilty",0
2389287,2531840,5,"186.22(b)(1)","PC","Enhancement",2017-06-23,"True","Hispanic","Male",NA,NA,"In Custody",NA,2007-08-25,"N","245(a)(2)","PC","Felony",2017-06-23,"Guilty",0
2389287,2531842,1,"186.22(b)(1)","PC","Enhancement",2017-07-21,"Dismissed/Not True","Hispanic","Male",NA,NA,NA,NA,2007-08-25,"N","187(a)","PC","Felony",2017-07-21,"Dismissed/Not Guilty",0
2389287,2531842,2,"186.22(b)(1)","PC","Enhancement",2017-07-21,"Dismissed/Not True","Hispanic","Male",NA,NA,NA,NA,2007-08-25,"N","187(a)","PC","Felony",2017-07-21,"Dismissed/Not Guilty",0
2389287,2531842,4,"186.22(b)(1)","PC","Enhancement",2017-07-21,"True","Hispanic","Male",NA,NA,NA,NA,2007-08-25,"N","192(a)","PC","Felony",2017-07-21,"Guilty",0
