"Case ID Number","Defendant Number","Count","Offense Code_enhancement","Section Code_enhancement","Crime Type_enhancement","Disposition Date_enhancement","Disposition_enhancement","Race","Gender","Date of Arrest","Bail Amount","Appearance Status","Sealed Case","Date of Violation","Attempt","Offense Code_primary","Section Code_primary","Crime Type_primary","Disposition Date_primary","Disposition_primary","Lesser Charge Plea","has_prior"
3343465,3351528,1,"186.22(b)(1)","PC","Enhancement",2023-09-01,"True","White","Male",2021-12-15,NA,"Arraignment Letter",NA,2021-12-15,"N","29800(a)(1)","PC","Felony",2023-09-01,"Guilty",NA,1
3356721,3365832,1,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",2022-02-20,NA,"Walk Thru Warrant",NA,2022-02-20,"Y","211/212.5(a)","PC","Felony",2023-06-08,"Guilty",NA,0
3356721,3365832,2,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",2022-02-20,NA,"Walk Thru Warrant",NA,2022-02-20,"N","245(a)(4)","PC","Felony",2023-06-08,"Reduced","245(a)(4) PC MISD",0
3356721,3365833,1,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",2022-02-20,NA,"Walk Thru Warrant",NA,2022-02-20,"Y","211/212.5(a)","PC","Felony",2023-06-08,"Guilty",NA,0
3356721,3365833,2,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",2022-02-20,NA,"Walk Thru Warrant",NA,2022-02-20,"N","245(a)(4)","PC","Felony",2023-06-08,"Reduced","245(a)(4) PC MISD",0
3356721,3438369,1,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",NA,NA,"Walk Thru Warrant",NA,2022-02-20,"Y","211/212.5(a)","PC","Felony",2023-06-08,"Guilty",NA,0
3356721,3438369,2,"186.22(b)(1)","PC","Enhancement",2023-06-08,"True","Hispanic","Male",NA,NA,"Walk Thru Warrant",NA,2022-02-20,"N","245(a)(4)","PC","Felony",2023-06-08,"Reduced","245(a)(4) PC MISD",0
3426848,3442198,1,"186.22(b)(1)","PC","Enhancement",2024-07-22,"True","Hispanic","Male",2023-01-04,1e+05,"In Custody",NA,2023-01-04,"N","30305(a)(1)","PC","Felony",2024-07-22,"Guilty",NA,1
3426848,3442198,2,"186.22(b)(1)","PC","Enhancement",2024-07-22,"True","Hispanic","Male",2023-01-04,1e+05,"In Custody",NA,2023-01-04,"N","29800(a)(1)","PC","Felony",2024-07-22,"Guilty",NA,1
3426872,3442225,1,"186.22(b)(1)","PC","Enhancement",2024-01-04,"Dismissed/Not True","Hispanic","Male",2023-01-04,NA,"In Custody",NA,2023-01-04,"N","33215","PC","Felony",2024-01-04,"Reduced","33215 PC MISD",1
3426872,3442225,2,"186.22(b)(1)","PC","Enhancement",2024-01-04,"Dismissed/Not True","Hispanic","Male",2023-01-04,NA,"In Custody",NA,2023-01-04,"N","29800(a)(1)","PC","Felony",2024-01-04,"Guilty",NA,1
3426872,3442225,3,"186.22(b)(1)","PC","Enhancement",2024-01-04,"Dismissed/Not True","Hispanic","Male",2023-01-04,NA,"In Custody",NA,2023-01-04,"N","30305(a)(1)","PC","Felony",2024-01-04,"Reduced","30305(a)(1) PC MISD",1
3426872,3442225,4,"186.22(b)(1)","PC","Enhancement",2024-01-04,"Dismissed/Not True","Hispanic","Male",2023-01-04,NA,"In Custody",NA,2023-01-04,"N","22210","PC","Felony",2024-01-04,"Reduced","22210 PC MISD",1
3427168,3442549,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,3,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,4,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-31,"N","246.3(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,5,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-05-14,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,6,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-24,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,8,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-24,"N","246.3(a)","PC","Felony",NA,NA,NA,0
3427168,3442549,9,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-30,"N","25400(a)(2)/(c)(4)","PC","Felony",NA,NA,NA,0
3427168,3442549,10,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2023-01-05,"N","25400(a)(2)/(c)(4)","PC","Felony",NA,NA,NA,0
3427168,3442550,6,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-24,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442550,7,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-24,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442550,8,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-07-24,"N","246.3(a)","PC","Felony",NA,NA,NA,0
3427168,3442550,10,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2023-01-05,"N","25400(a)(2)/(c)(4)","PC","Felony",NA,NA,NA,0
3427168,3442551,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442551,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442551,3,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-19,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442551,4,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2021-12-31,"N","246.3(a)","PC","Felony",NA,NA,NA,0
3427168,3442551,5,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2022-05-14,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3427168,3442551,10,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-05,NA,"In Custody",NA,2023-01-05,"N","25400(a)(2)/(c)(4)","PC","Felony",NA,NA,NA,0
3427284,3442678,1,"186.22(b)(4)","PC","Other",NA,NA,"Hispanic","Male",NA,NA,"In Custody",NA,2022-11-20,"N","246","PC","Felony",NA,NA,NA,0
3428389,3443862,1,"186.22(b)(1)","PC","Enhancement",2024-11-15,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","182(a)(1)","PC","Felony",2024-11-15,"Dismissed/Not Guilty",NA,0
3428389,3443862,2,"186.22(b)(1)","PC","Enhancement",2024-11-15,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2024-11-15,"Guilty",NA,0
3428389,3443862,3,"186.22(b)(1)","PC","Enhancement",2024-11-15,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2024-11-15,"Guilty",NA,0
3428389,3443863,1,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","182(a)(1)","PC","Felony",2024-08-26,"Dismissed/Not Guilty",NA,0
3428389,3443863,2,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2024-08-26,"Guilty",NA,0
3428389,3443863,3,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2024-08-26,"Guilty",NA,0
3428389,3443864,1,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","182(a)(1)","PC","Felony",2024-08-26,"Dismissed/Not Guilty",NA,0
3428389,3443864,2,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2024-08-26,"Guilty",NA,0
3428389,3443864,3,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2024-08-26,"Guilty",NA,0
3428389,3443869,1,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","182(a)(1)","PC","Felony",2024-08-26,"Dismissed/Not Guilty",NA,1
3428389,3443869,2,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2024-08-26,"Guilty",NA,1
3428389,3443869,3,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2024-08-26,"Guilty",NA,1
3428389,3443870,1,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","182(a)(1)","PC","Felony",2024-08-26,"Dismissed/Not Guilty",NA,1
3428389,3443870,2,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2024-08-26,"Guilty",NA,1
3428389,3443870,3,"186.22(b)(1)","PC","Enhancement",2024-08-26,"Dismissed/Not True","Hispanic","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2024-08-26,"Guilty",NA,1
3428389,3443871,2,"186.22(b)(1)","PC","Enhancement",2023-02-08,"Dismissed/Not True","Other","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","206","PC","Felony",2023-02-08,"Dismissed/Not Guilty",NA,0
3428389,3443871,3,"186.22(b)(1)","PC","Enhancement",2023-02-08,"Dismissed/Not True","Other","Male",NA,1e+06,"In Custody",NA,2023-01-11,"N","207(a)","PC","Felony",2023-02-08,"Dismissed/Not Guilty",NA,0
3430613,3446294,1,"186.22(b)(1)","PC","Enhancement",2023-11-07,"True","Hispanic","Male",2023-01-22,NA,"In Custody",NA,2023-01-22,"N","594(a)/(b)(1)","PC","Felony",2023-11-07,"Guilty",NA,0
3431647,3447403,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",NA,NA,"Appearance Date",NA,2023-01-26,"N","25400(a)(2)/(c)(6)","PC","Felony",NA,NA,NA,0
3431647,3447403,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",NA,NA,"Appearance Date",NA,2023-01-26,"N","25850(a)/(c)(6)","PC","Felony",NA,NA,NA,0
3431749,3447505,1,"186.22(b)(1)","PC","Enhancement",2024-01-26,"Dismissed/Not True","Hispanic","Male",2023-01-26,25000,"Arraignment Letter",NA,2023-01-26,"N","25850(a)/(c)(6)","PC","Felony",2024-01-26,"Guilty",NA,0
3431749,3447505,3,"186.22(b)(1)","PC","Enhancement",2024-01-26,"Dismissed/Not True","Hispanic","Male",2023-01-26,25000,"Arraignment Letter",NA,2023-01-26,"N","594(a)/(b)(1)","PC","Felony",2024-01-26,"Dismissed/Not Guilty",NA,0
3431749,3447506,1,"186.22(b)(1)","PC","Enhancement",2024-01-26,"Dismissed/Not True","Hispanic","Male",2023-01-26,25000,"Arraignment Letter",NA,2023-01-26,"N","25850(a)/(c)(6)","PC","Felony",2024-01-26,"Guilty",NA,0
3431749,3447506,3,"186.22(b)(1)","PC","Enhancement",2024-01-26,"Dismissed/Not True","Hispanic","Male",2023-01-26,25000,"Arraignment Letter",NA,2023-01-26,"N","594(a)/(b)(1)","PC","Felony",2024-01-26,"Dismissed/Not Guilty",NA,0
3431749,3447506,4,"186.22(b)(1)","PC","Enhancement",2024-01-26,"Dismissed/Not True","Hispanic","Male",2023-01-26,25000,"Arraignment Letter",NA,2023-01-26,"N","11351","HS","Felony",2024-01-26,"Dismissed/Not Guilty",NA,0
3431790,3447556,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-27,NA,"In Custody",NA,2021-11-25,"N","187(a)","PC","Felony",NA,NA,NA,0
3431790,3447556,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-01-27,NA,"In Custody",NA,2022-12-28,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3431790,3447556,3,"186.22(b)(4)","PC","Other",NA,NA,"Hispanic","Male",2023-01-27,NA,"In Custody",NA,2022-12-28,"N","246","PC","Felony",NA,NA,NA,0
3432102,3447897,1,"186.22(b)(1)","PC","Enhancement",2023-05-26,"True","Hispanic","Male",NA,NA,"Appearance Date",NA,2019-08-02,"N","11351","HS","Felony",2023-05-26,"Guilty",NA,1
3432102,3447897,2,"186.22(b)(1)","PC","Enhancement",2023-05-26,"True","Hispanic","Male",NA,NA,"Appearance Date",NA,2021-10-26,"N","11378","HS","Felony",2023-05-26,"Guilty",NA,1
3433623,3449550,1,"186.22(b)(1)","PC","Enhancement",2024-01-29,"Dismissed/Not True","Hispanic","Male",2023-02-05,NA,"In Custody",NA,2023-02-05,"N","29820(a)(1)(A)/(b)","PC","Felony",2024-01-29,"Reduced","29820(a)(1)(A)/(b) PC Misdemeanor",1
3433623,3449550,2,"186.22(b)(1)","PC","Enhancement",2024-01-29,"Dismissed/Not True","Hispanic","Male",2023-02-05,NA,"In Custody",NA,2023-02-05,"N","29815(a)","PC","Felony",2024-01-29,"Reduced","29815(a) PC Misdemeanor",1
3433623,3449550,3,"186.22(b)(1)","PC","Enhancement",2024-01-29,"Dismissed/Not True","Hispanic","Male",2023-02-05,NA,"In Custody",NA,2023-02-05,"N","25850(a)/(c)(6)","PC","Felony",2024-01-29,"Reduced","25850(a)/(c)(6) PC Misdemeanor",1
3433623,3449550,4,"186.22(b)(1)","PC","Enhancement",2024-01-29,"Dismissed/Not True","Hispanic","Male",2023-02-05,NA,"In Custody",NA,2023-02-05,"N","25400(a)(2)/(c)(6)","PC","Felony",2024-01-29,"Reduced","25400(a)(2)/(c)(6) PC Misdemeanor",1
3433623,3449550,5,"186.22(b)(1)","PC","Enhancement",2024-01-29,"Dismissed/Not True","Hispanic","Male",2023-02-05,NA,"In Custody",NA,2023-02-05,"N","594(a)/(b)(1)","PC","Felony",2024-01-29,"Reduced","594(a)/(b)(1) PC Misdemeanor",1
3435011,3451054,1,"186.22(b)(1)","PC","Enhancement",2024-10-17,"True","Hispanic","Male",2023-02-12,NA,"In Custody",NA,2023-02-12,"N","29800(a)(1)","PC","Felony",2024-10-17,"Guilty",NA,1
3435011,3451054,2,"186.22(b)(1)","PC","Enhancement",2024-10-17,"True","Hispanic","Male",2023-02-12,NA,"In Custody",NA,2023-02-12,"N","30305(a)(1)","PC","Felony",2024-10-17,"Guilty",NA,1
3435347,3451418,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-04-23,"N","187(a)","PC","Felony",NA,NA,NA,0
3435347,3451418,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-04-23,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3435347,3451418,5,"186.22(b)(4)","PC","Other",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-10-29,"N","136.1(c)(1)","PC","Felony",NA,NA,NA,0
3435347,3451418,6,"186.22(b)(4)","PC","Other",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-10-29,"N","136.1(c)(1)","PC","Felony",NA,NA,NA,0
3435347,3451419,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-04-23,"N","187(a)","PC","Felony",NA,NA,NA,0
3435347,3451419,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-02-10,NA,"In Custody",NA,2021-04-23,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3439987,3456420,1,"186.22(b)(1)","PC","Enhancement",2023-05-31,"True","Hispanic","Male",2023-03-04,NA,"Arraignment Letter",NA,2023-03-04,"N","211/212.5(c)","PC","Felony",2023-05-31,"Guilty",NA,0
3439987,3456421,1,"186.22(b)(1)","PC","Enhancement",2023-05-31,"True","Hispanic","Male",2023-03-04,NA,"In Custody",NA,2023-03-04,"N","211/212.5(c)","PC","Felony",2023-05-31,"Guilty",NA,0
3439987,3456422,1,"186.22(b)(1)","PC","Enhancement",2023-05-31,"True","Hispanic","Male",2023-03-04,NA,"In Custody",NA,2023-03-04,"N","211/212.5(c)","PC","Felony",2023-05-31,"Guilty",NA,0
3441534,3458135,1,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",2023-03-11,1e+06,"In Custody",NA,2023-03-02,"N","246","PC","Felony",2024-12-09,"Guilty",NA,1
3441534,3458135,2,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",2023-03-11,1e+06,"In Custody",NA,2023-03-02,"N","245(a)(2)","PC","Felony",2024-12-09,"Guilty",NA,1
3441534,3489398,1,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",NA,NA,"In Custody",NA,2023-03-02,"N","246","PC","Felony",2024-12-09,"Guilty",NA,1
3441534,3489398,2,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",NA,NA,"In Custody",NA,2023-03-02,"N","245(a)(2)","PC","Felony",2024-12-09,"Guilty",NA,1
3441534,3489399,1,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",NA,NA,"In Custody",NA,2023-03-02,"N","246","PC","Felony",2024-12-09,"Guilty",NA,1
3441534,3489399,2,"186.22(b)(1)","PC","Enhancement",2024-12-09,"True","Hispanic","Male",NA,NA,"In Custody",NA,2023-03-02,"N","245(a)(2)","PC","Felony",2024-12-09,"Guilty",NA,1
3442476,3459147,1,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-03-15,NA,"In Custody",NA,2023-02-07,"N","664(a)-187(a)","PC","Felony",NA,NA,NA,0
3442476,3459147,2,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-03-15,NA,"In Custody",NA,2023-02-07,"N","246","PC","Felony",NA,NA,NA,0
3442476,3459147,3,"186.22(b)(1)","PC","Enhancement",NA,NA,"Hispanic","Male",2023-03-15,NA,"In Custody",NA,2023-02-07,"N","245(b)","PC","Felony",NA,NA,NA,0
